"","name","iata_code","icao_code"
"6678","Ulba",NA,"ULB"
"6679","Ultrair",NA,"ULT"
"6680","UNEX",NA,"UNX"
"6681","Unicorn Air",NA,"UHI"
"6682","Unifly",NA,"UFL"
"6683","Union Africaine Des Transports",NA,"UAI"
"6684","Union De Transportes Aereo De Guinea Ecuatorial",NA,"UTG"
"6685","Union Des Transports Africains De Guinee",NA,"GIH"
"6686","Unique Air Charter",NA,"UNQ"
"6687","United Africa Airline (Liberia)",NA,"UFR"
"6688","United Arabian Airlines",NA,"UAB"
"6689","United Aviation Services",NA,"SAU"
"6690","UNITED CARIBBEAN AIRLINES INC.",NA,"UCB"
"6691","United Carriers Systems",NA,"UCS"
"6692","United Air Charters",NA,"UAC"
"6693","United European Airlines",NA,"UEU"
"6694","United Executive Jet",NA,"UEJ"
"6695","United States Coast Guard Auxiliary",NA,"CGX"
"6696","United States Air Force 100th Air Refueling Wing",NA,"QID"
"6697","United West Airlines",NA,"UWA"
"6698","Universal Aviation Academy",NA,"AUE"
"6699","Universal Jet Rental De Mexico",NA,"UJR"
"6700","Air Universal",NA,"UVS"
"6701","Universal Airlines",NA,"WEC"
"6702","University Of North Dakota",NA,"NDU"
"6703","UNIVERSITY OF OKLAHOMA, DEPARTMENT OF  AVIATION (NORMAN, OK) ",NA,"OUA"
"6704","Upavon (Trenchard Lines)",NA,"UPV"
"6705","Urgemer Canarias",NA,"UGC"
"6706","US Airports Air Charter",NA,"UCH"
"6707","US Express",NA,"USX"
"6708","US Jet",NA,"USJ"
"6709","Uvavemex",NA,"UVM"
"6710","V-Avia Airline",NA,"WIW"
"6711","Aero V.I.P. Ltda","VZ*",NA
"6712","Air Valencia",NA,"AVZ"
"6713","Valley FTU",NA,"VYT"
"6714","VALOR AIR",NA,"VAC"
"6715","Vanguardia En Aviacion En Colima",NA,"VGC"
"6716","VARIG LOGISTICA S.A.",NA,"VLO"
"6717","VCAP Aviation",NA,"CXF"
"6718","Vector",NA,"VEK"
"6719","Vega Aviation & Eng. Systems",NA,"VIG"
"6720","Vega Air",NA,"WGA"
"6721","Vent Airlines",NA,"VKY"
"6722","Verataxis",NA,"VTX"
"6723","Vero Monmouth Airlines",NA,"VMA"
"6724","Vertical Aviation",NA,"MDB"
"6725","Vertir",NA,"VRZ"
"6726","Vflight",NA,"INU"
"6727","VH-Air Industrie",NA,"VHA"
"6728","VI AIR LINK",NA,"VIL"
"6729","Viajes Don Goyo",NA,"VDG"
"6730","Viajes Ejecutivos Mexicanos",NA,"VJM"
"6731","Vichi",NA,"VIH"
"6732","Victor Echo",NA,"VEE"
"6733","Victor Tagle Larrain",NA,"VTL"
"6734","Victoria Aviation",NA,"ENV"
"6735","Victoria International Airways",NA,"WEV"
"6736","Victoria Air",NA,"VEM"
"6737","VIEQUES AIR LINK, INC. (VIEQUES, PR)",NA,"VES"
"6738","Vifeomed",NA,"VFM"
"6739","Vigo-Jet",NA,"VGJ"
"6740","Viking Express",NA,"WCY"
"6741","Viking International Airlines (VIA)",NA,"ICI"
"6742","Vilga-Aviaservice",NA,"WSS"
"6743","VILLAGE AVIATION, INC. D/B/A CAMAI-AIR (BETHEL, AK)",NA,"CAM"
"6744","VINAIR - HELICOPTEROS, LIMITADA",NA,"VIN"
"6745","VINTAGE PROPS AND JETS, INC. (NEW SMYRNA BEACH, FL)",NA,"VPP"
"6746","VIP Avia",NA,"PRX"
"6747","Vip-Avia",NA,"VPV"
"6748","Vip Air Charter",NA,"FXF"
"6749","Vip Empresarial",NA,"VIE"
"6750","Virgin Australia International Airlines Pty. Ltd.",NA,"VAU"
"6751","VIRGIN AUSTRALIA AIRLINES (NZ) LTD",NA,"PBN"
"6752","Virgin Blue Holdings",NA,"VBH"
"6753","VIRGIN EXPRESS",NA,"VEX"
"6754","VIRGIN ISLANDS SEAPLANE SHUTTLE, INC.(ST.CROIX,VI)",NA,"VSS"
"6755","VIRGIN NIGERIA",NA,"VGN"
"6756","Visa Aereas Ejecutivas",NA,"VIA"
"6757","VISCOUNT AIR SERVICE, INC. (TUCSON, AZ)",NA,"VCT"
"6758","Vision Airways",NA,"VSN"
"6759","VISION AIRLINES, INC. D/B/A VISION AIR (NORTH LAS VEGAS, NV)",NA,"RBY"
"6760","Air Vista",NA,"AVR"
"6761","VIVA MACAU LIMITED",NA,"VVM"
"6762","VL Servicios Nacionales",NA,"LSN"
"6763","Vladikavkaz State Air Enterprise",NA,"OSV"
"6764","Voar",NA,"VRL"
"6765","Volare Air Charter Company",NA,"VCM"
"6766","Voronezh Aircraft Manufacture Society",NA,"VSO"
"6767","Vuelos Asesorias Y Representaciones",NA,"VSE"
"6768","Vuelos Corporativos De Tehuacan",NA,"VTH"
"6769","Vuelos Internos Privados (V.I.P.)",NA,"VUR"
"6770","VZ Flights",NA,"VFT"
"6771","W A A C (NIGERIA) LTD. - NIGERIA AIRWAYS",NA,"NGA"
"6772","Waddington FTU",NA,"WAD"
"6773","Walmart Aviation",NA,"CGG"
"6774","Air Walser",NA,"AWL"
"6775","Walsten Air Services",NA,"WAS"
"6776","Wanfeng General Aviation",NA,"WFH"
"6777","Wapiti Aviation",NA,"WPT"
"6778","Warton Large Aircraft Flight Operations",NA,"WFD"
"6779","Warton Military Flight Ops",NA,"WTN"
"6780","WAT PHNOM AIRLINES",NA,"WPH"
"6781","WAYFARER AVIATION, INC. (WEYMOUTH, MA)",NA,"WYF"
"6782","Weasua Air Transport Company",NA,"WTC"
"6783","WEBJET LINHAS AEREAS LTDA.",NA,"WEB"
"6784","West African Cargo Airlines",NA,"WAC"
"6785","West African Air Transport",NA,"WTF"
"6786","West Coast Airways",NA,"WCA"
"6787","West Coast Airlines",NA,"WCG"
"6788","West Freugh DTEO",NA,"TEE"
"6789","Westair Aviation",NA,"NLF"
"6790","Westair Cargo Airlines",NA,"WSC"
"6791","Western Aviators",NA,"WTV"
"6792","Western Air Couriers",NA,"NPC"
"6793","Western Kenya Aircharters",NA,"WKC"
"6794","Western Pacific Airservice",NA,"WPA"
"6795","Westpoint Air",NA,"WTP"
"6796","WHITEJETS",NA,"WTJ"
"6797","Widgeon Airline",NA,"WID"
"6798","Williams Air",NA,"WLS"
"6799","Winair",NA,"WNA"
"6800","Wind Spirit Air",NA,"WSI"
"6801","WINDWARDS ISLANDS AIRWAYS INTERNATIONAL N.V.",NA,"WIA"
"6802","WINGGLIDER LIMITED GBR.ATO.0216",NA,"FIS"
"6803","Wings Airways",NA,"WAW"
"6804","Wings Aviation",NA,"TWD"
"6805","Air Wings",NA,"BSB"
"6806","Wings Express",NA,"WEX"
"6807","Wings Air",NA,"WAI"
"6808","Winlink",NA,"WIN"
"6809","Wittering FTU",NA,"WIT"
"6810","Wondair On Demand Aviation",NA,"WNR"
"6811","World Air Cargo Company (International Air Company)",NA,"RGD"
"6812","WRA",NA,"WRR"
"6813","Aereo WWG",NA,"WWG"
"6814","Wyoming Airlines",NA,"WYG"
"6815","X-Jet",NA,"XJE"
"6816","Xabre Aerolineas",NA,"XAB"
"6817","Xerox",NA,"XER"
"6818","Xi'an Aviation Base Jinsheng General Aviation",NA,"JHK"
"6819","Xinjiang General Aviation",NA,"XTH"
"6820","Xiongan Airlines",NA,"CXN"
"6821","Air Xpress",NA,"ARX"
"6822","YAK-SERVICE",NA,"AKY"
"6823","Yak Air",NA,"YRG"
"6824","Yana Air Cargo",NA,"KYA"
"6825","Yankee Delta",NA,"DYT"
"6826","Yankee Lima Helicopteres",NA,"LYH"
"6827","Yanzar",NA,"NZR"
"6828","Aero Yaqui Mayo",NA,"MYS"
"6829","Yellow River Delta General Aviation",NA,"DGA"
"6830","YORKAIR LIMITED",NA,"..."
"6831","Yunnan Ruifeng General Aviation",NA,"RFH"
"6832","YUNNAN YINGAN AIRLINES CO., LTD",NA,"AYE"
"6833","Yuzhnaya",NA,"UGN"
"6834","Z-Airways & Services Ltd.",NA,"ZAW"
"6835","Zaab Air",NA,NA
"6836","AIR ZAMBEZI",NA,"TZT"
"6837","Air Zano",NA,"RZN"
"6838","Zantop International Airlines",NA,"ZAN"
"6839","Zemmour Airlines",NA,"EMR"
"6840","ZENITH AIR CC",NA,"AZR"
"6841","Zephyr Express",NA,"RZR"
"6842","Zhayrem Gok",NA,"GOK"
"6843","Zhejiang Airlines",NA,"CJG"
"6844","Zhersu Avia",NA,"RZU"
"6845","Zhongfei General Aviation",NA,"CFZ"
"6846","ZIL AIR PTY LTD",NA,"SYZ"
"6847","Zona Blava",NA,"OZB"
"6848","Zori Air Cargo",NA,"OZG"
"6849","ZRACNO PRISTANISTE MALI LOSINJ D.O.O. ",NA,"MLU"
"6850","MARKAIR INC. (ANCHORAGE, AK)",NA,"MRK"
"6851","ASOCIACION AEROCLUB AEREO 2000",NA,"FLU"
"6852","213 Flight Unit",NA,"TFU"
"6853","Search And Rescue 22",NA,"SRD"
"6854","34 Squadron, Royal Australian Air Force",NA,"EVY"
"6855","ABERDAIR AVIATION GH LTD",NA,"ROH"
"6856","Adefa",NA,"ADF"
"6857","AEF Cranwell",NA,"UAH"
"6858","Aerea",NA,"AEF"
"6859","AEROCHARTER",NA,"ERC"
"6860","Aerocredo",NA,"RRO"
"6861","Aerodrome Control Tower",NA,"ZTZ"
"6862","AEROFORWARD, LLC (LAS VEGAS, NV)",NA,"AWF"
"6863","Aerofreight",NA,"FGT"
"6864","Aerolineas Sosa S.A De C.V.","S0",NA
"6865","Aerologic",NA,"LDL"
"6866","Aeronautica Del Principado",NA,"NEO"
"6867","Aeronautical Station",NA,"YSY"
"6868","AEROPAPA, S.L.",NA,"APY"
"6869","Aeroput",NA,"PUT"
"6870","Aerospecservice",NA,"AOP"
"6871","Aerotaxis Dosmil",NA,"DML"
"6872","Aerotrans",NA,"CDU"
"6873","AEROVIC, C.A.",NA,"OVC"
"6874","Aeroworld Pakistan",NA,"AWP"
"6875","AFRIC AVIATION",NA,"EKG"
"6876","Africa Airlines",NA,"GIZ"
"6877","Afrique Cargo Service Senegal",NA,"NFS"
"6878","Agence Nationale Des Aerodromes Et De La Meteorologie (ANAM)",NA,"ZZM"
"6879","AIR4 Passenger Service Systems","D1",NA
"6880","AIRCRAFT AVIATION SERVICES",NA,"AOK"
"6881","Aircraft Machine Works Chad (AMW)",NA,"TWK"
"6882","Aircraft Performance Group",NA,"XLB"
"6883","Aircraft Support And Services",NA,"NFF"
"6884","AIRFREIGHT EXPRESS LIMITED",NA,"AFX"
"6885","Airlift Alaska","K2",NA
"6886","AIRLINAIR",NA,"RLP"
"6887","Airpilot Escuela De Vuelo",NA,"FSM"
"6888","Airport Handling",NA,"LLH"
"6889","AirWest",NA,"AWZ"
"6890","AL-WATANIA",NA,"WAS"
"6891","Alas Del Sur",NA,"ASC"
"6892","ALLEGIANCE",NA,"LGE"
"6893","Alliance Express",NA,"RWB"
"6894","ALVARO GARCIA GONZALEZ DE AGUILAR",NA,"ALJ"
"6895","American Flight Service Systems",NA,"XFS"
"6896","Approach Control Office",NA,"ZAZ"
"6897","Area Control Centre",NA,"ZRZ"
"6898","ARKAS S.A.",NA,"KRA"
"6899","Assistance Aeroportuaire De Uaeroport De Paris",NA,"XJA"
"6900","Asturavia",NA,"HYO"
"6901","AT And T Aviation Division",NA,"XAT"
"6902","Atur",NA,"TUR"
"6903","Aus-Air",NA,"AUS"
"6904","Avia Group Handling, LLC",NA,"AHN"
"6905","Avia Group Handling",NA,"ALG"
"6906","AVIAC S.A. De C.V.",NA,"ACM"
"6907","AVIACION AGRICOLA DE LEVANTE, S.A.",NA,"AVI"
"6908","Aviapartner",NA,"OSO"
"6909","Aviation Consultancy Office",NA,"QEA"
"6910","Aviation Data Systems",NA,"FBW"
"6911","Aviation Technologies Inc. Dba Publiccharters.com","P1",NA
"6912","Aviation Vip",NA,"VEP"
"6913","AVIATIONERS PAKISTAN",NA,"APD"
"6914","AVIATRADE BUSINESS",NA,"AVT"
"6915","Avicon Aviation Consultants & Agents",NA,"AAA"
"6916","AVISPAIR, S.L.",NA,"AVU"
"6917","Avitat",NA,"ESO"
"6918","Avtrasoft","T1",NA
"6919","Aykavia",NA,"AYK"
"6920","Bangor, City Of",NA,"XBG"
"6921","Bel Ltd",NA,"FOS"
"6922","Berytos Airlines",NA,"BYR"
"6923","BH Heli",NA,"BHH"
"6924","Bidzy Ta Hot AANA Corporation","Z3",NA
"6925","Bird Dog Aviation",NA,"BDH"
"6926","Biz Air",NA,"LZZ"
"6927","Black Sea Airlines",NA,"ODA"
"6928","Blimp",NA,"BLP"
"6929","Blue Sky Aviation",NA,"BSM"
"6930","Bravo Zulu",NA,"BZX"
"6931","Bulgarian Flying Cargo",NA,"BFB"
"6932","Bureau Veritas",NA,"XDA"
"6933","Business Jet Travel Airline",NA,"BTT"
"6934","Canadian National Telecommunications",NA,"XNC"
"6935","Candy & Candy Helicopters",NA,NA
"6936","Cape Air Transport",NA,"CTO"
"6937","Air Cargo Center",NA,"GRI"
"6938","The Cargo Flights","9O*",NA
"6939","The Cargo Flights Co.,LTD.","9O*",NA
"6940","Cargoitalia",NA,"CRG"
"6941","Centrafric'air",NA,"CFK"
"6942","Air Central Asia",NA,"AAT"
"6943","Central Queensland Aviation College",NA,"CQC"
"6944","Certified Aircraft Dispatch",NA,"XAD"
"6945","Air Charter",NA,"LIO"
"6946","Air Charter World",NA,"XAC"
"6947","Public Charters","P1",NA
"6948","Chemech Aviation (Pvt) Limited",NA,"CHM"
"6949","CHINGGIS AIRWAYS",NA,"CHS"
"6950","Citibank",NA,"XCX"
"6951","CKC Services",NA,"CKC"
"6952","Airlines Clearing House Inc.","XD",NA
"6953","Club Acrobatico Mediterraneo",NA,"CAG"
"6954","CLUB AEROCELTA DE VUELO CON MOTOR",NA,"CLT"
"6955","CLUB DE VUELO TAS",NA,"TSX"
"6956","Colt International",NA,"CCX"
"6957","Compagnie Mauritanienne Des Transports",NA,"CPM"
"6958","Compagnie Nationale Naganagani",NA,"BFN"
"6959","Compuflight Operations Service",NA,"XCO"
"6960","Compuserve Incorporated",NA,"XCS"
"6961","Contel ASC",NA,"XCL"
"6962","Coral Seas Express",NA,"CSE"
"6963","Corporacion Paraguaya De Aeronautica",NA,"CGY"
"6964","Corporacion Paraguayana De Aeronautica",NA,"PGY"
"6965","Cowan Group",NA,NA
"6966","CSafe Global","7K*",NA
"6967","CTW Consulting","1W",NA
"6968","Cuerpo Nacional De Policia",NA,"DGP"
"6969","CV CARGO S.A.",NA,"GSE"
"6970","Daka",NA,"DKA"
"6971","Darwin Travel Technology, Inc.","N1",NA
"6972","Date Transformation",NA,"XDT"
"6973","Department Of National Defence","YF",NA
"6974","DIRECT AIR EXECUTIVE LTD",NA,"DAX"
"6975","Dispatch Services",NA,"XDS"
"6976","Divi Divi Air","3R",NA
"6977","Djibouti Airlines",NA,"DJB"
"6978","Dniproaviaservis",NA,"DNS"
"6979","Dynair Services",NA,"XDY"
"6980","E-Aviation Swiss SAGL",NA,"LUG"
"6981","EAST ASIA AIRLINES LTD",NA,"EMU"
"6982","East Aero Service",NA,"BAC"
"6983","Eastunion",NA,"ETU"
"6984","ECOAIR",NA,"DEI"
"6985","Ecuato - Guineana De Aviacion",NA,"EGA"
"6986","Eden",NA,"EDN"
"6987","EDS Air Services",NA,"EDS"
"6988","Egyptian Aviation",NA,"EJX"
"6989","Egyptian Aviation Company",NA,"EMA"
"6990","ELITALIANA SPA",NA,"ELA"
"6991","Elrom Aviation",NA,"ELR"
"6992","Equatorial Airlines",NA,"EQT"
"6993","EROPORTER, S.L.",NA,"ELD"
"6994","ESN Jet Service",NA,"ECH"
"6995","ESPERIA AVIATION SERVICES S.P.A.",NA,"ESP"
"6996","Estop Estudios De Fotografia, S.A.",NA,"EFO"
"6997","Euro-Flite Oy",NA,"KOA"
"6998","Euro Mediterranean Airlines",NA,"EUD"
"6999","Eurojet Service",NA,"UJS"
"7000","EVERETT LIMITED",NA,"EVT"
"7001","Executive Air Fleet",NA,"XAF"
"7002","Executive Jet Service",NA,"EJZ"
"7003","Aero Express",NA,"XPN"
"7004","F.B. Lineas Aereas SA","FO",NA
"7005","Feeder Airlines",NA,"FDD"
"7006","Finlight Airline",NA,"PNT"
"7007","Flight Information Centre",NA,"ZIZ"
"7008","Flight Ops International",NA,"FOI"
"7009","Flight Plan Processing Center Of ATMB, CAAC.",NA,"ZFP"
"7010","Fliteport",NA,"FOW"
"7011","Fly & Fun",NA,"FFN"
"7012","FlyExec",NA,"FEL"
"7013","FLYGO, S.L.",NA,"FLY"
"7014","Flying Lamm",NA,"FLM"
"7015","FNA",NA,"FNB"
"7016","AIR FRET DE MAURITANIE",NA,"FMT"
"7017","Froggy Corporate Aviation",NA,"FGY"
"7018","Gabon-Air-Transport",NA,"GRT"
"7019","General Aviation Terminal",NA,"XGA"
"7020","German Forces Operations Control",NA,"OCC"
"7021","Gerry's Dnata",NA,"GDN"
"7022","GFW Aviation",NA,"GFW"
"7023","GH Stansted",NA,"GHI"
"7024","Global Aircargo",NA,"GLC"
"7025","Global Avia Handling",NA,"GBH"
"7026","Global Systems",NA,"XGS"
"7027","Global Weather Dynamics",NA,"XGW"
"7028","GO AIR TRANSPORT CO. LTD",NA,"GOE"
"7029","Goldfields Air Services",NA,"GOS"
"7030","Goldwing Airlines",NA,"GDW"
"7031","Gomel Engineer's Institute Of The Ministry For Emergency Situations",NA,"IES"
"7032","Government Of Turkmenistan",NA,"TUG"
"7033","Ground Handling Control Center",NA,"VGH"
"7034","GS Aviation (Gambia)",NA,"GSG"
"7035","HADID INTERNATIONAL SERVICES",NA,"HIS"
"7036","Hageland Aviation Services, Inc.","H6*",NA
"7037","HAITI AMBASSADOR AIRLINES",NA,"HAM"
"7038","Haiti Caribbean Airlines","9C",NA
"7039","Haiti Air Freight International",NA,"HLS"
"7040","Haiti North Airline",NA,"HTN"
"7041","Hawei Air",NA,"HWG"
"7042","Heli Service",NA,"HSC"
"7043","Helisys Japan",NA,"NHS"
"7044","HELITRANSPYRINEES, S.L.",NA,"HLB"
"7045","Henebury Aviation",NA,"HAC"
"7046","HFIS - Happy Flight International Support",NA,"HFI"
"7047","His Majesty The Sultan's Flight",NA,"SFB"
"7048","HiSky Europe SRL","H4",NA
"7049","Hitit Bilgisayar Hizmetleri A.S.","1T",NA
"7050","HKJ Bermuda",NA,"HBL"
"7051","Hokuriku-Koukuu",NA,"ABH"
"7052","Holiday Airlines",NA,"HLL"
"7053","IATA Montreal","XB",NA
"7054","IBERFLY, S.L.",NA,"MJB"
"7055","Ibk-Petra",NA,"AKI"
"7056","Ilas",NA,"ILC"
"7057","ILPO Aruba Cargo",NA,"ILP"
"7058","IMP Group Aviation Services",NA,"XGG"
"7059","Inflite The Jet Centre",NA,"INS"
"7060","Air Inter Gabon",NA,"AIG"
"7061","Inter Island Airlines",NA,"IIN"
"7062","International Airnavigation Service East",NA,"VST"
"7063","International Jet Services",NA,"IJO"
"7064","INTERNATIONAL STABILISATION ASSISTANCE FORCE",NA,"ISF"
"7065","Invicta Radio",NA,NA
"7066","Irving Oil",NA,"XIA"
"7067","IVV Femida",NA,"FDF"
"7068","JAGSON AIRLINES LIMITED",NA,"JGL"
"7069","Jepenssen Data Plan",NA,"XLD"
"7070","Jet Line",NA,"JLS"
"7071","Jet Port Region",NA,"JPK"
"7072","Jet Sky Cargo And Air Charter",NA,"FJX"
"7073","Aero Jet",NA,"TEJ"
"7074","Jetaerofuels",NA,"JRO"
"7075","Jetex Aviation",NA,"JXA"
"7076","Jetlink Express",NA,"JLT"
"7077","Jetport SPB",NA,"JPH"
"7078","Jetstream International",NA,"JSS"
"7079","Jomo Air Service",NA,"JSV"
"7080","Jump Aviation",NA,"JUM"
"7081","Karthago Private Jet",NA,"KPJ"
"7082","Kavouras",NA,"XKA"
"7083","Khaan Airlines",NA,"KHN"
"7084","Kurzemes Avio",NA,"KZA"
"7085","Laminar Air",NA,"LAX"
"7086","Lincoln, Ne Air National Guard",NA,"GDQ"
"7087","Link Airways Of Australia",NA,"LAW"
"7088","AIR LINK EXECUTIVE SERVICES (ALES)",NA,"AKE"
"7089","Linkopings Flygklubb",NA,"LFK"
"7090","Lockheed Duats",NA,"XDD"
"7091","Lockheed Air Terminal",NA,"XLG"
"7092","LOT Ground Service",NA,"LGS"
"7093","Luxor Air",NA,"LXO"
"7094","MAK AVIATION SERVICES",NA,"MKV"
"7095","Malagasy Airlines",NA,"MLG"
"7096","Martin Aviation Services",NA,"XMA"
"7097","Martyn Lunn",NA,NA
"7098","Master Planner",NA,"MPL"
"7099","MDL AVIATION INTERNATIONAL SERVICES",NA,"MDZ"
"7100","MDLR AIRLINES",NA,"MDD"
"7101","Mediterranean Airways",NA,"MDY"
"7102","Meridian+, NP AGP, LLC",NA,"MDN"
"7103","Midwest Wings",NA,"MWW"
"7104","Misr Overseas Airways",NA,"MOS"
"7105","Mongolyn Alt Mak",NA,"NHN"
"7106","MR LINES ",NA,"MRL"
"7107","Nakorn Chiang Mai Airways",NA,"CMA"
"7108","Nass LLC",NA,"NAW"
"7109","National Airports Authority Of India",NA,"YXA"
"7110","National Aviation Company",NA,"GTY"
"7111","Navegacao Aerea De Portugal, NAV, EP",NA,"NVP"
"7112","Navinc Airlines Services",NA,"XNV"
"7113","Nimbus",NA,"HBB"
"7114","No Limits Air",NA,"NLM"
"7115","Nordstress",NA,"NDS"
"7116","Northwest Aero Associates",NA,"NWE"
"7117","Northwood Headquarters (RAF)",NA,"NWO"
"7118","Notams International",NA,"XNT"
"7119","Oceanic Air Traffic Control",NA,"ZOZ"
"7120","OFEK",NA,"OFK"
"7121","Ogooue Air Cargo",NA,"GBO"
"7122","Ok-Trans",NA,"OKW"
"7123","Opal Air",NA,"OPA"
"7124","OPEN SKY AVIATION S.A.R.L.",NA,"OSA"
"7125","Operational Aviation Services",NA,"OAX"
"7126","Airline Operations Services",NA,"XAO"
"7127","Oxley Aviation",NA,"OAA"
"7128","Oxygene Airways",NA,"OXY"
"7129","Pacific Aviation Corporation",NA,"PCX"
"7130","PALM AVIATION",NA,"PAY"
"7131","Pan Am Weather Systems",NA,"XPA"
"7132","PAN AM WORLD AIRWAYS DOMINICANA, CXA.",NA,"PWD"
"7133","Pana Via",NA,"PVI"
"7134","Panama International Air",NA,"PIW"
"7135","Paragon Global Flight Support",NA,"PGF"
"7136","Paramount Jet Ltd","U3*",NA
"7137","Pathfinder Aviation",NA,NA
"7138","PATRIA PILOT TRAINING OY",NA,"PPT"
"7139","PHH Aviation Systems",NA,"XAS"
"7140","Phoenix Flight Operations",NA,"XPX"
"7141","PLANAIR ENTERPRISES LTD",NA,"PLE"
"7142","Plymouth Flying School",NA,NA
"7143","Presidence Du Faso",NA,"BFA"
"7144","Presidencia De La Republica De Guinea Ecuatorial",NA,"ONM"
"7145","PRESIDIUM AVIATION, INC. (SUGAR LAND, TX)",NA,"PTX"
"7146","Prestige Jets Rentals",NA,"PJR"
"7147","Providence Aviation Services",NA,"AWD"
"7148","Puerto Rico International Airlines Inc.","US",NA
"7149","Puerto Rico Air National Guard",NA,"PNG"
"7150","Pulkovo Aircraft Services",NA,"PGH"
"7151","Quadrotur Aero",NA,"QDR"
"7152","Qwestair",NA,"QWA"
"7153","Des R. Cargo Express",NA,"DRX"
"7154","Real Aeroclub De Lleida",NA,"RLC"
"7155","REAL AEROCLUB DE MAHON",NA,"MNK"
"7156","REAL AEROCLUB DE SEVILLA",NA,"ERS"
"7157","REAL AEROCLUB DE TOLEDO",NA,"ATD"
"7158","REAL AERO CLUB DE LEON",NA,"LEH"
"7159","Redemption Inc.","2O*",NA
"7160","Region Aero",NA,"RAH"
"7161","Regional Air","QT*",NA
"7162","Regional Air",NA,"RIL"
"7163","Air-Rep",NA,"XPR"
"7164","Rocky Mountain Airlines",NA,"ROC"
"7165","Rossair",NA,"RFS"
"7166","Rotorsun",NA,"RTH"
"7167","Royal Air (Gambia)",NA,"RGG"
"7168","RPA-Aviataxi",NA,"ARP"
"7169","Rusaero, Center For Civil Aviation Services",NA,"KLE"
"7170","Rusich-T",NA,"RUH"
"7171","Ruta",NA,"RTF"
"7172","RWANDA AIRWAYS",NA,"RWA"
"7173","Rwanda Airlines",NA,"RUA"
"7174","S.C. NETEX CONSULTING S.R.L.",NA,"MEX"
"7175","SAHARA AIRLINES",NA,"SHD"
"7176","Saint Barth Commuter","PV*",NA
"7177","AIR SAINT PIERRE",NA,"SPM"
"7178","SAKHIR AIR BASE",NA,"KHB"
"7179","SAS DANMARK A/S",NA,"DEN"
"7180","SCD AVIATION",NA,"SCY"
"7181","Seco International",NA,"SIJ"
"7182","Aero Service Bolivia",NA,"GHM"
"7183","AIR-SERVICE-GABON",NA,"AGB"
"7184","AIR SERVICE MANAGEMENT",NA,"ASC"
"7185","Service People Gesellschaft Fur Charter Und Service",NA,"SPX"
"7186","Air Service",NA,"RVS"
"7187","Servicio Aereo De La Guardia Civil",NA,"DGC"
"7188","Servicios Aereos Fun Fly",NA,"FUF"
"7189","Servicios Aeronauticos De Nayarit",NA,"SNY"
"7190","SERVICOS AUXILIARES DE TRANSPORTES AEREOS (SATA)",NA,"STS"
"7191","SFT-Sudanese Flight",NA,"STF"
"7192","SHARP INC.",NA,"SHK"
"7193","Sheba Aviation",NA,"SYE"
"7194","Sierra Nevada Airways","1I",NA
"7195","SIGNATURE FLIGHT SUPPORT LTD",NA,"SIG"
"7196","Silvair",NA,"IJS"
"7197","Sino-Lac Air (TIMOR)","HQ",NA
"7198","Sky Atlas",NA,"RUS"
"7199","Sky Handling",NA,"TSZ"
"7200","Sky Jet",NA,"SJU"
"7201","SKY",NA,"KYA"
"7202","Sky Link Aviation Services",NA,"SKS"
"7203","SKY SHUTTLE HELICOPTERS LIMITED",NA,"HHK"
"7204","SKYAVIATRANS",NA,"KTR"
"7205","SKYHAWKS AVIATION SERVICE WORLDWIDE",NA,"SSW"
"7206","SKYWAY, CJSC",NA,"SWY"
"7207","Skyways",NA,"SWY"
"7208","Smart Cargo S.A.",NA,NA
"7209","Sociedad De Promocion Y Gestion Del Turismo Aragones",NA,"VSC"
"7210","Societe Centrafricaine De Transport Aerien",NA,"SNS"
"7211","Sogdiana",NA,"SDA"
"7212","Sonalysts",NA,"SYI"
"7213","Southport Aerospace Centre",NA,"XPG"
"7214","SPECTRUM AVIA",NA,"ECV"
"7215","Spectrum Air Service",NA,"XSA"
"7216","Air Speed Charter (Pvt) Ltd",NA,"ASG"
"7217","Star Jet Airlines",NA,"SJG"
"7218","Star Air",NA,"SIM"
"7219","Sunfly",NA,"SUC"
"7220","SURAVIA, S.A.",NA,"SUH"
"7221","Tafarayt Jet",NA,"MBJ"
"7222","TAG Farnborough Airport Ltd.",NA,"FBO"
"7223","Tayaran Alhilall Alnftti",NA,"HLN"
"7224","TCA Jet Charters",NA,"TJC"
"7225","Tecnoaviacion",NA,"TEB"
"7226","TEM Enterprises Dba XTRAirways","XP",NA
"7227","Temple Aviacion",NA,"TPV"
"7228","Tennessee Air National Guard, 164th Airlift Group",NA,"TNG"
"7229","Thyrluthjonustan",NA,"IHS"
"7230","Totavia - Aviation Information Services",NA,"TOT"
"7231","TRABAJOS AEREOS EXTREMENOS, S.A.",NA,"TXE"
"7232","Trabajos Aereos Fotografia Y Reportajes",NA,"FYR"
"7233","Trabajos Aereos Publicitarios",NA,"TAQ"
"7234","Trabajos Aereos Y Publicidad Andaluza",NA,"CGM"
"7235","Trabajos Aeroes De Cordoba",NA,"FZM"
"7236","Track Aviation Services Pakistan",NA,"TAZ"
"7237","Tragsa",NA,"TRG"
"7238","Trans Air Congo (TAC)","Q8*",NA
"7239","TRANSASIA AIRWAYS",NA,"TNA"
"7240","TRANSAVIA DENMARK APS",NA,"TDK"
